Sat May 21 12:22:04 2022    main.stats

         3611503 function calls (3547257 primitive calls) in 40.564 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5371    0.002    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:971(get_points)
      354    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\card.py:800(_split)
      143    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:524(apply_tickdir)
     7398    0.002    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:193(_reshape_dispatcher)
       46    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\wcsapi\wrappers\sliced_wcs.py:196(world_axis_physical_types)
       15    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
      136    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
       83    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:66(copy)
        2    0.000    0.000    0.002    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colors.py:1023(__call__)
       33    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:2067(sca)
       57    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:3174(get_xlim)
      501    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\lib\stride_tricks.py:536(<listcomp>)
       46    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\wcsapi\wrappers\sliced_wcs.py:198(<listcomp>)
      906    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\format\__init__.py:30(get_format)
       15    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\function_base.py:23(linspace)
        1    0.000    0.000    0.002    0.002 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\required_by_vounit.py:17(_initialize_module)
     6333    0.002    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\path.py:202(vertices)
       71    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\config\configuration.py:299(__get__)
        3    0.000    0.000    0.002    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\core.py:2398(_add_prefixes)
     4006    0.002    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\path.py:694(unit_rectangle)
      232    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:1874(method)
       24    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:6549(array)
       78    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2204(get_ticks_position)
      148    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:746(__eq__)
      114    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:3730(round_)
      177    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\text.py:531(set_clip_box)
       71    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\config\configuration.py:405(__call__)
       25    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cm.py:219(__init__)
      308    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:1652(safe_first_element)
     1116    0.001    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:804(clean)
       13    0.000    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\abc.py:84(__new__)
     7010    0.002    0.000    0.002    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:2857(parameters)
      285    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:921(set_alpha)
     2751    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\formatter_locator.py:11(<module>)
       32    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1333(_get_tick_label_size)
       39    0.001    0.000    0.001    0.000 {built-in method builtins.print}
     1251    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2094(_update_offset_text_position)
     1709    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\card.py:214(keyword)
        2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colorbar.py:612(_reset_locator_formatter_scale)
      899    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1218(set_markersize)
      114    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(around)
      873    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:1116(get_default_size)
       48    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\header.py:2035(__getitem__)
      140    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:376(cached)
      903    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:618(axes)
        6    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:2496(<listcomp>)
     3712    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       93    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\wcsapi\fitswcs.py:257(world_axis_physical_types)
      100    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\frame.py:83(_update_normal)
      6/4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\gridspec.py:579(get_subplot_params)
       78    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1881(_get_ticks_position)
       93    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\physical.py:482(get_physical_type)
       16    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2244(get_tick_space)
      205    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\weakref.py:44(__new__)
      2/1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:1351(transform)
        2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\hdu\image.py:1026(__init__)
        2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\hdu\image.py:48(__init__)
      899    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:531(set_markevery)
     1144    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
       32    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:836(_set_order_of_magnitude)
     2624    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       20    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\card.py:721(_parse_value)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colors.py:757(_init)
      899    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1022(set_antialiased)
       46    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\coordinate_helpers.py:178(set_coord_type)
  585/422    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\abc.py:100(__subclasscheck__)
      192    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:213(process)
       23    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:1940(add_image)
        6    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:3142(set_xbound)
       89    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
      677    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\shape_base.py:218(_vhstack_dispatcher)
      306    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       20    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:470(transformed)
      490    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\_ufunc_config.py:131(geterr)
     2598    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
       72    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
      899    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1160(set_markeredgecolor)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\frame.py:4(<module>)
       78    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:147(__enter__)
      103    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:237(frozen)
     1613    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\text.py:1151(set_text)
      414    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:357(width)
     3456    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\cycler.py:227(<genexpr>)
      134    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:295(set_label1)
      283    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:196(_set_labelrotation)
       87    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(unravel_index)
        3    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colors.py:390(_create_lookup_table)
       24    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1815(inverted)
      208    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(result_type)
      352    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:747(get_transform)
       31    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\gridspec.py:644(_from_subplot_args)
       62    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1629(__init__)
      134    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:308(set_label2)
        2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\patches.py:575(draw)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\mpl_normalize.py:1(<module>)
      912    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:1308(<genexpr>)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_parse.py:937(parse)
      114    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:3220(around)
       46    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:2731(__init__)
      420    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
       10    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:182(__init__)
       16    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2529(get_tick_space)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
       20    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:1685(__init__)
       12    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\table\column.py:150(_convert_sequence_data_to_array)
      4/2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colorbar.py:894(_process_values)
        2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\hdu\hdulist.py:861(update_extend)
     1896    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
       13    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      899    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1034(set_color)
       14    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:3103(signature)
     4433    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:2263(_any_dispatcher)
        7    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(inv)
       46    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\formatter_locator.py:144(__init__)
       14    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:2851(from_callable)
       56    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:1982(_update_line_limits)
       28    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\_collections_abc.py:657(get)
     1428    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\logging\__init__.py:1420(debug)
    15/14    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:2218(_signature_from_callable)
        7    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\linalg\linalg.py:476(inv)
     24/8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_parse.py:435(_parse_sub)
  585/422    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       32    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\core.py:919(is_equivalent)
     1010    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:573(locator)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
      179    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:711(set_clip_box)
     25/9    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_parse.py:493(_parse)
      500    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\scale.py:98(__init__)
       31    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:106(add)
      465    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
       10    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:3067(__array_wrap__)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:418(<listcomp>)
      136    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\text.py:1057(set_fontweight)
       23    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\wcsaxes\core.py:165(_hide_parent_artists)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:308(_makeline)
       32    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\warnings.py:130(filterwarnings)
       21    0.001    0.000    0.001    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
      126    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:2183(get_affine)
       54    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:280(_extremum_fill_value)
       93    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\physical.py:336(__eq__)
      362    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\scale.py:118(get_transform)
       27    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cm.py:396(set_cmap)
       32    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:263(<listcomp>)
       20    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_qt5.py:274(get_width_height)
       94    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     1543    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:1830(_str_equal)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\format\fits.py:27(_generate_unit_names)
       32    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:3126(get_xbound)
     5100    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1741(get_affine)
       27    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cm.py:177(get_cmap)
       49    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\header.py:1961(__get__)
       10    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:2688(__init__)
      392    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      112    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\hdu\image.py:212(header)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\sky_coordinate.py:806(__getattr__)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\utils.py:183(wcs_to_celestial_frame)
       10    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:2843(__init__)
       74    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\_methods.py:91(_clip_dep_is_scalar_nan)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\utils.py:49(_wcs_to_celestial_frame_builtin)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:1292(_check_1d)
     3651    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       26    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:497(anchored)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:1791(cartesian)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\collections.py:1917(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\visualization\interval.py:3(<module>)
      187    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\card.py:680(_parse_keyword)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:991(represent_as)
       16    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1121(<genexpr>)
     2243    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\path.py:216(codes)
      138    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\wcs\wcsapi\wrappers\sliced_wcs.py:208(world_axis_names)
      174    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      540    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:158(__init__)
     3095    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       66    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\baseframe.py:842(get_representation_component_names)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:1884(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:3353(set_xscale)
       14    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:2124(_signature_from_function)
       31    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:2815(set_axisbelow)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\importlib\__init__.py:109(import_module)
    17/15    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\quantity.py:1478(__array_function__)
     1006    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:586(formatter)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1002(_gcd_import)
      584    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\units\core.py:1751(get_format_name)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\builtin_frames\icrs_fk5_transforms.py:44(fk5_to_icrs)
      152    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_agg.py:55(get_hinting_flag)
      134    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:652(__call__)
       42    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:2747(_revalidate)
       25    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\image.py:302(changed)
     1213    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       20    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:2021(get_width_height)
    17/15    0.000    0.000    0.001    0.000 {function Quantity.__array_function__ at 0x000001C36EEF3F70}
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\builtin_frames\fk5.py:37(_precession_matrix)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\earth_orientation.py:123(precession_matrix_Capitaine)
      187    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\io\fits\card.py:529(fromstring)
     2143    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
       87    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:258(_reconstruct)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\sre_compile.py:598(_code)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\coordinates\representation.py:1393(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\periodograms\lombscargle\implementations\fast_impl.py:2(<module>)
        9    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
      156    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:62(wrapper)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\astropy\timeseries\periodograms\lombscargle\implementations\chi2_impl.py:2(<module>)
