Wed May 25 18:15:15 2022    qatm_pytorch.stats

         391679 function calls (384663 primitive calls) in 32.997 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:1566(apply_aspect)
     1283    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:2254(_check_in_list)
8283/8281    0.001    0.000    0.001    0.000 {built-in method builtins.len}
        3    0.001    0.000    0.001    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
  441/440    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1041(get_points)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\numeric.py:149(ones)
       18    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\activation.py:97(__init__)
       96    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:209(_deepcopy_tuple)
      810    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:3230(_scalar_heuristic)
       66    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1204(set_markerfacecoloralt)
      147    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:2219(_check_isinstance)
      191    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:736(__hash__)
     1006    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:177(convert_yunits)
        1    0.000    0.000    0.001    0.001 {method 'load' of '_pickle.Unpickler' objects}
        4    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(copyto)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
      413    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:2944(_update_cursor)
       46    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\path.py:98(__init__)
       97    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1982(scale)
      414    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:1339(_update_enter_leave)
      611    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2260(__init__)
       50    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\text.py:834(get_prop_tup)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:982(_gen_axes_spines)
      179    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ndim)
     4814    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        5    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:997(<genexpr>)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\spines.py:484(linear_spine)
      413    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\enum.py:398(__members__)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_agg.py:412(get_renderer)
        1    0.001    0.001    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:2334(masked_invalid)
  394/254    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
     2440    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       40    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:659(new_gc)
        6    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\patches.py:41(__init__)
       80    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:1065(update_from)
     3550    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:189(axes)
      195    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:42(_stale_figure_callback)
       38    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(broadcast_arrays)
       32    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1944(getter)
       40    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:736(__init__)
      284    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\arrayprint.py:715(_extendLine_pretty)
       40    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:649(viewLim)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:873(_set_format)
      374    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\contextlib.py:82(__init__)
      988    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
      488    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:242(_keep_alive)
    92/88    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\spines.py:391(get_spine_transform)
       16    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       41    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:635(_unstale_viewLim)
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1395(__array__)
        3    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\container.py:60(__init__)
        1    0.001    0.001    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_agg.py:90(__init__)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\spines.py:31(__init__)
       21    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:806(from_bounds)
      147    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\colors.py:124(_is_nth_color)
        1    0.001    0.001    0.001    0.001 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       40    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
       80    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\utils.py:8(parse)
        1    0.001    0.001    0.001    0.001 {built-in method setMouseTracking}
       96    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:210(<listcomp>)
       19    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\init.py:109(uniform_)
       28    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:309(xmin)
   115/36    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\abc.py:100(__subclasscheck__)
      145    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:851(set_weight)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\spines.py:221(register_axis)
     4025    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:796(get_animated)
     1422    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\logging\__init__.py:1685(isEnabledFor)
   115/36    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       19    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\init.py:12(_no_grad_uniform_)
      381    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2244(get_tick_space)
      324    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1367(get_major_formatter)
       16    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:2159(_validate_steps)
     1624    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      102    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\ntpath.py:61(isabs)
        4    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\spines.py:234(cla)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:1761(resize_event)
        3    0.001    0.000    0.001    0.000 D:/Magistrs/Praktiskais/qatm_pytorch.py:93(save_feature1)
       19    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\init.py:342(_calculate_correct_fan)
       38    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\lib\stride_tricks.py:478(broadcast_arrays)
      496    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:3421(shape)
      215    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\ntpath.py:124(splitdrive)
  263/217    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:776(get_yaxis_transform)
      507    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:367(get_transform)
     5016    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\inspect.py:2539(name)
     2664    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\multiarray.py:736(dot)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:250(__init__)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1333(_get_tick_label_size)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:672(intersection)
      219    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:2346(transform_non_affine)
       12    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\patches.py:523(_bind_draw_path_function)
      836    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:332(pchanged)
        5    0.001    0.000    0.001    0.000 {built-in method nt.stat}
      191    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:887(set_size)
       66    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(amin)
       40    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:850(_set_gc_clip)
        2    0.001    0.000    0.001    0.000 {built-in method raise_}
       31    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:538(update_position)
       33    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:633(translated)
      145    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\re.py:188(match)
      206    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(clip)
        8    0.001    0.000    0.001    0.000 {built-in method color}
       31    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:467(update_position)
       66    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1098(set_linestyle)
  263/217    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:700(get_xaxis_transform)
        1    0.000    0.000    0.001    0.001 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_qt5.py:286(leaveEvent)
      184    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:1742(<dictcomp>)
       70    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\parameter.py:23(__new__)
        9    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\qt_compat.py:211(_setDevicePixelRatioF)
       61    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:333(add_module)
        1    0.001    0.001    0.001    0.001 {built-in method eraseRect}
       76    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\autograd\grad_mode.py:89(__exit__)
       40    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:900(set_clip_path)
      827    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\ma\core.py:3405(dtype)
       17    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:1068(parameters)
       99    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:853(get_siblings)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:2046(clip)
        1    0.001    0.001    0.001    0.001 {built-in method setAlignment}
        9    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:474(_get_data_path)
       85    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\text.py:820(get_unitless_position)
  171/167    0.000    0.000    0.001    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_qt5.py:380(sizeHint)
       17    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:1092(named_parameters)
      142    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:832(set_style)
        8    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:797(_compute_offset)
      452    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:1706(__array__)
        1    0.001    0.001    0.001    0.001 {restoreOverrideCursor}
       10    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\pathlib.py:1038(__new__)
       16    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\ticker.py:2174(_staircase)
      664    0.001    0.000    0.001    0.000 {built-in method math.floor}
        2    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:2962(_wait_cursor_for_draw_cm)
        8    0.001    0.000    0.001    0.000 {built-in method setToolTip}
       17    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:1055(_named_members)
      142    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:869(set_stretch)
      417    0.001    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:1222(__init__)
      672    0.001    0.000    0.001    0.000 {built-in method math.log10}
      152    0.000    0.000    0.001    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\copy.py:263(<genexpr>)
       38    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\_utils.py:130(_rebuild_tensor)
     1936    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       66    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\fromnumeric.py:2763(amin)
       38    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:294(register_parameter)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_qt5.py:246(_update_figure_dpi)
       11    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:518(_get_text1_transform)
        8    0.000    0.000    0.000    0.000 {built-in method value}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:1280(eval)
     38/1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\module.py:1260(train)
       17    0.000    0.000    0.000    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      160    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\__init__.py:1281(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_qt5.py:451(draw_idle)
      284    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\arrayprint.py:701(_extendLine)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\pathlib.py:677(_from_parts)
       11    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:445(_get_text1_transform)
      583    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      142    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\rcsetup.py:623(validate_capstyle)
        5    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\nn\modules\pooling.py:17(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\functional.py:352(meshgrid)
       19    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\markers.py:733(_set_tickleft)
        1    0.000    0.000    0.000    0.000 {built-in method setAllowedAreas}
       66    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1346(set_dash_capstyle)
        1    0.000    0.000    0.000    0.000 {resizeEvent}
       11    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:800(get_yaxis_text1_transform)
       11    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:448(_get_text2_transform)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\functional.py:356(_meshgrid)
       45    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:746(__eq__)
      418    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:69(<listcomp>)
       19    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\markers.py:753(_set_tickdown)
        1    0.000    0.000    0.000    0.000 {built-in method drawImage}
      195    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\pyplot.py:715(_auto_draw_if_interactive)
        1    0.000    0.000    0.000    0.000 {built-in method setVisible}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\figure.py:847(set_size_inches)
      149    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:687(set_figure)
       16    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:2694(get_transformed_points_and_affine)
       11    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:724(get_xaxis_text1_transform)
      306    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:1308(<genexpr>)
       32    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:324(ymax)
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
       70    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
       49    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\text.py:1039(set_fontsize)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:3214(set_xlim)
     1510    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      131    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:354(set_transform)
       32    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:1610(_set_formatter)
     1418    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:1164(score_style)
      225    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\lines.py:1232(set_xdata)
        3    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\tensor.py:21(wrapped)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(hstack)
       11    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:750(get_xaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_agg.py:392(copy_from_bbox)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backends\backend_qt5.py:770(set_cursor)
        8    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
      114    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\markers.py:252(set_fillstyle)
      926    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:971(get_points)
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
      564    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\artist.py:792(get_visible)
       76    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\autograd\grad_mode.py:80(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\pathlib.py:657(_parse_args)
       38    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\serialization.py:714(persistent_load)
        2    0.000    0.000    0.000    0.000 {built-in method setCursor}
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axis.py:2094(_update_offset_text_position)
        1    0.000    0.000    0.000    0.000 {singleShot}
     1609    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:777(get_weight)
      142    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:842(set_variant)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\image.py:935(set_extent)
        1    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\backend_bases.py:2843(__init__)
      152    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\torch\autograd\grad_mode.py:166(__init__)
     1609    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\font_manager.py:752(get_family)
     1725    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\cbook\deprecation.py:399(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       46    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\transforms.py:2603(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method meshgrid}
      416    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\path.py:694(unit_rectangle)
        2    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\matplotlib\axes\_base.py:1535(get_data_ratio)
      204    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\ntpath.py:44(normcase)
        8    0.000    0.000    0.000    0.000 C:\Users\krist\anaconda3\envs\Kristaps\lib\site-packages\numpy\core\_methods.py:125(_clip)
